rating,date,variation,verified_reviews,feedback,sentiment,final_sentiment
5,30-Jul-18,Configuration: Fire TV Stick,works like a charm,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,thought it was pretty cool new to streaming thing seemed easy to use,1,3,Neutral
4,30-Jul-18,Configuration: Fire TV Stick,super easy setup  only issue i find is that it occasionally loses connection with household network,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,turned our old tv into a smart tv  really easy interface  have bought 4 now,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy set up  works perfect,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,this is an awesome product  i wanted to test out the differences between this and my roku and both are very nice  i will likely be using this for traveling as well,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,,1,4,Positive
4,30-Jul-18,Configuration: Fire TV Stick,good wifi tv stick,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love it,1,5,Positive
1,30-Jul-18,Configuration: Fire TV Stick,seems to work ok  but no youtube tv  really  can not believe they would ban an app that so many people want to use  i really wanted to like it  but when i could not install that particular app it became almost useless  almost  does most other stuff just fine  but i will stick with my roku,0,3,Unknown
5,30-Jul-18,Configuration: Fire TV Stick,this thing is great if you have internet and amazon prime,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,awesome product,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy set up  nice looking interface and i like the new slightly larger remote  i have a 1st gen with the little remote and misplace it all the time  and great price,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great product and easy to use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great gadget that installs  and works easily  nice to not have another box taking up space too,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,excellent product and service  very easy to install and my daughter is very happy,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great entertainment,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,being able to use it with my alexa echo was great,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy to use and fast setup,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love it,1,5,Positive
5,31-Jul-18,Black  Dot,i set her up to play through our home theater system  so fat we are just using her for weather forecasts  cooking timers  and we really enjoy the music,1,5,Positive
5,31-Jul-18,White  Dot,small device that my kids like to ask questions  very handy friendly interactive,1,4,Positive
5,31-Jul-18,Black  Dot,beyond awesome,1,5,Positive
5,31-Jul-18,Black  Dot,i like that it responds every time  it was easy to set up  i am still learning what i can do with it  i may like a better speaker more,1,4,Positive
5,31-Jul-18,Black  Dot,family loved it,1,5,Positive
5,31-Jul-18,Black  Dot,,1,4,Positive
4,31-Jul-18,Black  Dot,i like how it will connect to bluetooth without an adapter like the google  only reason for 4 stars is volume level without external speaker  easy to use,1,4,Positive
5,31-Jul-18,Black  Dot,echos are great i have a few of them through out our home   all in voice range to ask a question  say a command to turn lights on or off  or my favorite is play music all though the house,1,5,Positive
5,31-Jul-18,Black  Dot,love it   this time it is a gift for friend,1,5,Positive
5,30-Jul-18,Black  Dot,fantastic product  i use it as a smart home hub and to play music through speakers mainly  the customizable routines are so nice and very easy to program,1,5,Positive
5,30-Jul-18,Black  Dot,great,1,5,Positive
1,30-Jul-18,Black  Dot,i am quite disappointed by this product there clearly is a bug  half of the time i ask for a newsflash  two second after it starts  the whole thing stops and reboots for a couple of minutes  same goes when i ask to play the radio  also  many times it get confused when i ask to switch of  the lights    as other items are also named the same  which is not true  clearly no ai or natural language  very  beta  stage still for me  not impressed,0,2,Negative
5,30-Jul-18,Black  Dot,love this thing works great and kids love it to,1,5,Positive
5,30-Jul-18,Black  Dot,love it   makes the simple things in life simpler,1,5,Positive
5,30-Jul-18,Black  Dot,i am really enjoying the many different features on my alexa  especially listening to music and audio books,1,5,Positive
5,30-Jul-18,Black  Dot,echo dot is a wonderful invention  we love it  alexa is so smart,1,5,Positive
5,30-Jul-18,Black  Dot,alarm and music  information the weather,1,4,Positive
5,30-Jul-18,White  Dot,love it  very helpful,1,5,Positive
5,30-Jul-18,Black  Dot,good but it s pretty low,1,3,Neutral
5,30-Jul-18,Black  Dot,alarm  calendar  reminders,1,5,Positive
5,30-Jul-18,Black  Dot,i have had the echo dot for about two weeks and am having fun with it  i set morning alarms  check the weather  have alexa play various music  i bought inexpensive speakers to connect for better sound   and i am learning her skills  a little tricky to connect to wifi initially  but after some trial and error it connected  and has stayed connected  so far  super satisfied  will be buying one for my mother and one for my office,1,5,Positive
5,30-Jul-18,Black  Dot,i am completely in love  does absolutely everything and is so amazing and great,1,5,Positive
2,30-Jul-18,Black  Dot,nope  still a lot to be improved  for most of the things we ask   it says   hmmmm   i dont know that,0,2,Negative
3,30-Jul-18,Black  Dot,the speaker could be better,1,3,Neutral
5,30-Jul-18,White  Dot,i love it,1,5,Positive
5,30-Jul-18,Black  Dot,3rd dot  love it,1,5,Positive
5,30-Jul-18,White  Dot,works like any other one,1,5,Positive
5,30-Jul-18,Black  Dot,love my new alexa  she works great so far,1,5,Positive
4,30-Jul-18,Black  Dot,i bought the echo dot while it was on sale for prime day and i was excited when it came in the next day  i set it up immediately and everything worked perfectly fine  the set up was easy and straight forward which i really appreciated because i am terrible with technology  the only reason why i am not satisfied with my purchase is because of the fact that i can not use the echo dot for more than 15 minutes without it disconnecting from the internet  i am connected to both 2 4ghz and 5ghz wifi links and neither works  it is very frustrating because i am not getting my use out of the echo dot and i really wish i could  if any one has had the same problems or has any solution please let me know,1,4,Positive
5,30-Jul-18,Black  Dot,i got this for dad on father s day  he was tickled with it,1,5,Positive
5,30-Jul-18,White  Dot,nice product,1,4,Positive
5,30-Jul-18,Black  Dot,love my echo  love playing music in my room,1,5,Positive
5,30-Jul-18,Black  Dot,still getting used to alexa  but i think she is a keeper,1,4,Positive
4,30-Jul-18,White  Dot,works good for the most part  you ask it some questions and she says she doesn t know  i thought she was supposed to know everything,1,4,Positive
5,30-Jul-18,Black  Dot,my new best friend,1,5,Positive
5,30-Jul-18,Black  Dot,absolutely love it,1,5,Positive
4,30-Jul-18,Black  Dot,i liked linking two more rooms in the home,1,4,Positive
5,30-Jul-18,Black  Dot,i love alexa   she rocks,1,5,Positive
4,30-Jul-18,Black  Dot,i had some trouble with my echo dot when i first got it because of internet connection issues  after doing research online i saw from some other people that they had trouble with the 2nd generation echo dot  however  the same weekend i took a trip and brought my echo dot along to the hotel where it seemed to work just fine  now back home  the internet connection has seemed to have gotten through it is little rough patch and i have not had any problems since  so  if you are having connection issues with an echo dot then it is probably the internet and not the device,1,4,Positive
5,30-Jul-18,Black  Dot,small size works great in our sunroom,1,5,Positive
4,30-Jul-18,White  Dot,i like it and it s helful but it can only do certain thongs that is supported by amazon,1,4,Positive
1,30-Jul-18,Black  Dot,i reached out to amazon  because the device wanted to sync my phone number but it would not allow because it said my number was already in use  customer service could not help they basically told me to contact sprint to assist  so echo does the bare minimum without access to my phone for set up  so its kind of pointless to have and pay for,0,2,Negative
3,30-Jul-18,Black  Dot,it won t work as a blue tooth speaker with my tv it connects but won t work,1,2,Unknown
4,30-Jul-18,Black  Dot,i have only got to use it for a couple of weeks before having to go into the hospital  but had good time with it for the short time i did use it  it was fun trying to use alexa,1,3,Neutral
5,30-Jul-18,Black  Dot,this was an impulse buy but turns out i really enjoy my new dot  my grands love requesting songs and playing games  i like listening to my audible selection  keeping up with my to do lists and discovering new alexa skills  fun and practical  my echo dot has been a surprisingly welcome addition to my home,1,5,Positive
5,30-Jul-18,Black  Dot,great product at a great price,1,5,Positive
4,30-Jul-18,Black  Dot,my son loves his echo dot,1,5,Positive
5,30-Jul-18,Black  Dot,love these  great in the bathroom to listen to the news during showering  or listen to cnn live with serius sm,1,5,Positive
5,30-Jul-18,White  Dot,i like it alot  i connected it so i can play my pandora and i asked about the weather   time every morning  i got rid of my old fashioned digitol clock because i can have my music play unlimited on this  i am going to ask it about vacations and a few other things once i get more comfortable with it  definitely worth the money,1,5,Positive
4,30-Jul-18,White  Dot,it plays music that i request,1,5,Positive
1,30-Jul-18,Black  Dot,i did not like that almost everytime i asked alexa a question she would say i dont know that or i havent learned that,0,2,Negative
4,30-Jul-18,Black  Dot,luv it  it is a great product,1,5,Positive
5,30-Jul-18,Black  Dot,what can i say  well  i m a paranoid it person of 30 years but got hooked on the idea of cloud based home control  so yes i love my echo stuff but  i did create a isolated vlan on my home network to run the devices including the cheap ones that require you to sign up on some questionable website and download their app  be carful with these people  entering your wi fi password on a site that s not vetted and your location when the app askes is not a good thing  try to stay with devices that work directly with the alexa hub with no third party app  amazon has more control of these types of devices and how the sensitive information is handled,1,1,Unknown
5,30-Jul-18,White  Dot,great product,1,5,Positive
5,30-Jul-18,Black  Dot,very helpful for playing music  setting alarms  and talking to you when you are lonely,1,5,Positive
5,30-Jul-18,Black  Dot,easy to set up  can control kasa smart plugs no problem  even the kids have figured stuff out that i would not have asked alexa  like telling jokes and singing  the alexa app controls my custom spark plug and my cloud cam,1,5,Positive
